slang	formal
gtu2 ats sllu sabaro istiqomahhh	begitu-gitu atas selalu  sabar istikamah
abez gemesshh sayy na helow	habis gemas sayang nya halo
mendingan simpen ad masing2	lebih baik simpan ada masing-masing
ampunnnn perna pacarr	ampun pernah pacar
gn misal'a ngertiin	begini misalnya mengerti
napsuu ngeluh ortunya	napsu keluh  orang tuanya
ortu tayik akau pucing	orangtua  tahi aku pusing
dasyat stelah kmari	dahsyat setelah  kemari
kale ckrg tebir nganggepin kate	kali sekarang  ribet menanggapi kata
kentot jir berdikari sendratari asbun	senggama anjing berdiri di atas kaki sendiri seni drama tari asal bunyi
segala2nya cll gretongan cuyyy keneh biasaaaa	segala-galanya selalu gratisan cuy masih biasa
lgsg spertinya yesss konten2 siiiiiiippppppppp spti	langsung  sepertinya yes konten-konten sip seperti
kcewa pala banggett ilang2an nahan dek	kecewa kepala banget hilang-hilangan tahan  adik
gapake sebelumbya aer comntr ksn orang2	tidak pakai sebelumnya air komentar kesana  orang-orang
knpp fi bangat prhatian indoneaia terhaaru	kenapa di banget perhatian indonesia terharu
mk ngungkit2 temen-temen tgu eeq	maka mengungkit-ungkit teman-teman tunggu feses 
setujuuu trmksh dramaa	setuju terima kasih drama
ciye yayang aqu gtau baang smoga	cie sayang aku enggak tau bang semoga 
komuk aamien bgntdr gemes mkin jauhin	muka amien bangun tidur  gemas makin jauhi
gabisaa gawl doangam	tidak bisa gaul doang
abis hbd bangettt aaaammmiiiinnnn	habis happy birthday banget amin
jir ampe guee	anjing sampai gue
semalem namnya sneng ngadain	semalam  namanya senang mengadakan
mdpt mukanyaa muupz	mendapat  mukanya maaf
ngejelek2in gra2 cadas	menjelek-jelekkan gara-gara keren
nyela lau papahhhnya	mencela kau papahnya
dtgkan kbetulan qta	datangkan kebetulan kita 
bagaimna anjaaaayyyyyy kompi besar2an ayoook	bagaimana anjay komputer besar-besaran ayo
trmksh yoooiii lucuukk nulis tabanas ngambekan	terima kasih yoi lucu menulis tabungan pembangunan nasional ambekan
mlikk ygs mati2an sangat2	milik sayang mati-matian sangat-sangat
mikol barengan yoiiu didenger	minuman beralkohol bersamaan  yoi didengar 
promil mngkannya ntn mb sedihh	program hamil mangkanya nonton  mbak sedih
syirik2 manta buktiin shaps ngaca	syirik-syirik mantan buktikan siap mengaca
yoookkkk bhubu gans syantiek nyo sndr	yuk tidur ganteng cantik nya sendiri
dptkan benda2 shiet samoga lemes hapusin	dapatkan benda-benda tahi  semoga lemas  hapuskan
subhanalloh lagiiii kureeeen gokillllll spnjng	subhanallah lagi keren gila sepanjang 
ksukaanmuuu bangdes bu_bu motret syekaliii sypa	kesukaanmu pembangunan desa tidur memotret sekali siapa
spy ngayal yakk	supaya mengkhayal ya
ttinggi campurin mauuuuu k'	tinggi mencampuri mau kak
masaaaa nyender lam	masa menyandar salam
permasalhkan siramin kpan peragain dii bngtttt	permasalahkan siramkan kapan  peragakan di banget
handak maw liat2 dasyat	bahan peledak mau lihat-lihat dahsyat
gbs ksn seeh	enggak bisa kesana  sih
prempuan soale urusn ademm	perempuan soalnya  urusan adem
mbaknyaahh jauhhh temenin tuhh	mbaknya jauh temani  tuh
kmi gebetan ajja pulaa mbakx trganggu	kami orang yang disuka saja pula mbaknya terganggu
idungnya nmr padetan ohhhh ngaku2 mengncang	hidungnya nomor padatan oh mengaku-ngaku mengencang
berjinah sedikitlaahh z hdk ngkkkkkk	berzina sedikitlah saja hendak mengakak
lihaat bcoz tapo sdng aqu	lihat karena tapi sedang  aku
ngelidur sweger haiii goblk dibikin2	menggigau segar hai goblok dibikin-bikin
ngerendahin drpd nasgor dee	merendahkan daripada nasi goreng dek
pljaran orabg kamo terburu2 tahi	pelajaran orang kamu terburu-buru kotoran
undangan2 amiiiiinnnnn bhn	undangan-undangan amin bahan
sayangx maksir taux astul	sayangnya menaksir taunya asal tulis
nraktir liad dinamakn klakuan simiskin	traktir  lihat dinamakan kelakuan miskin
sbbrnya kepelesett pengenn biri	sebenarnya terpeleset ingin biru
berkluarga makaci flm bawa2 tnggu	berkeluarga terima kasih film bawa-bawa tunggu
kmren apalagiii cuk sesatt orlaen amiiinnnn	kemarin  apalagi jancuk  sesat orang lain amin
ud kdpn cptn gga dsana	sudah  ke depan cepatan  enggak disana
kususnya klg kopdar tinggalkn mantaff kq	khususnya keluarga kopi darat tinggalkan mantap kok
mmantab paaak seandainy shit qq gemesshzzzzhzzhzhzhsjssjs	mantap pak seandainya tahi  kakak gemas
ksenangan faktakta pdahal brengsekk nyaaa pahamin	kesenangan fakta padahal brengsek nya pahami
sendirinnya ucullllll pljaran	sendirinya lucu pelajaran
ilang2 astrojim onoh	hilang-hilang astagfirullahaladzim sono
pacarn cukurrr iihh perbulannn	pacaran cukur ih perbulan
kka yuwkkk ngapain jls2	kakak yuk mengapai jelas-jelas
ngimpi asbun bhn paraaah sndr	mimpi asal bunyi bahan parah sendiri
ngilerrrr trmsk cempreeng cantiks pyudara	mengiler termasuk  cempreng cantik payudara
seksii amaattt khdpn akhrt dehat	seksi amat kehidupan akhirat sehat
envy gituan aseknya	iri begituan asyiknya
blng inggat kepda celotehreceh puter	bilang  ingat kepada celoteh receh putar 
sabal istiqomah boljug mngkannya maksih	sabar istikamah boleh juga mangkanya terima kasih
nal beluumm telat see sdkt bnrbnr	kenal belum terlambat sih sedikit benar-benar 
kayax astagaaaaaa segerr nyusahin	kayak astaga segar menyusahkan
sgtu sekarng mnjawab jing tmn2	sebegitu sekarang menjawab anjing teman-teman
mbak2 lwt ibuk2	mbak-mbak lewat ibu-ibu
tau kmar emangnya ciyeeeeeee jnda mulut2	tahu  kamar memangnya cie janda mulut-mulut
syediiihhh yam cakepp	sedih ya cakep
soale dibls paksain	soalnya  dibalas memaksa
cuantik yesss cucok	cantik yes cocok
brdiri termurahhhh smbuh dipuja2 bete	berdiri termurah sembuh  dipuja-puja sebal 
niyyyyhhhh lengkeeett pilem kesel	nih lengket film  kesal 
ituuuu stidaknya cantikkkkkkkk tangkep ny	itu setidaknya cantik tangkap nya
slsai basbang woey mbaak skrng hidupx	selesai basi woy mbak sekarang  hidupnya
bangeet gmpg gj gaa	banget gampang tidak jelas enggak
kyknya adek2 psangan	sepertinya  adek-adek pasangan
nembak jawabanya subuh2 banged bangettttttt	menembak jawabannya  subuh-subuh banget banget
jmlh sekaliiiii kll	jumlah  sekali kalo
gr skaligus halooo nraktir	gede rasa sekaligus halo traktir 
nganteng tambahin bansarkas hayooo baaaaaang	ganteng tambahkan bantuan sarana kesehatan hayo bang
cuyy bntr akku	cuy sebentar  aku
ngmps modes ex dah	ke kampus modis mantan sudah 
cepeet sumpeh mbaaahhh emank slamt ngirim	cepat sumpah mbah memang  selamat mengirim
sedihhh msk ngoceh mdg	sedih masuk mengoceh lebih baik
jomblo imuuttt smgt astafirullah bangeett msng2	tidak punya pacar imut semangat  astagfirullah banget masing-masing
kh kyax kira2 prawatan teru gaa	kah kayak kira-kira perawatan terus enggak
gausa pngenn yupz abiss	enggak usah ingin ya habis
naq liat2 sndr	anak lihat-lihat sendiri
trkdng ngambil brpa	terkadang  ambil  berapa 
nyalain slh brb ama	nyalakan  salah  segera kembali sama 
pinkkkk cantiiik trs smlm anak2mu gatau	pink cantik terus semalam  anak-anakmu tidak tahu
duuuhh gemez mboizzz trutama tahun2 kanapa	duh gemas bois terutama tahun-tahun kenapa
bungkusin blm warnaaa nangis2 than thun	bungkuskan belum  warna menangis-nangis tahan tahun
skedar seburuk2 dr dongs gemay ntikk	sekadar seburuk-buruk dari  dong gemas cantik
envy malu2in idiiot yank sy trjadi	iri malu-malui idiot  sayang  saya  terjadi
jmnya sembunyi22 shg	jamnya sembunyi-sembunyi sehingga
cabal gpny bj kemarn canci bangga2in	sabar  tidak punya baju  kemarin cantik membangga-banggakan
gangguin mdgn sii alloh kngn	mengganggu baikan  sih allah kangen
drh mmberi trrharu mntn	darah  memberi terharu mantan
cem lngsung ngumpul	macam langsung  berkumpul
cantiiillx sewain cntikan humas saudra syngnya	cantik menyewa cantikan hubungan masyarakat saudara sayangnya
napsuu dee ngelawan	napsu dek melawan
nyusahhin ketawaa togel k	menyusahkan ketawa toto gelap kak
sbnt salammmm bagaimna pkee termurahhh	sebentar  salam bagaimana pakai termurah
kebnyak'an cumn ucullllll	kebanyakan cuman lucu
telkom nilai2 ajibb dng anjayyyy	telekomunikasi nilai-nilai ajib dengan  anjay
ngucapin modes nentuin sorry	mengucapkan modis menentukan maaf
ngerebut2 berdikari ksian	merebut-rebut berdiri di atas kaki sendiri kasihan 
wong cp lgsg bnchi	orang siapa langsung  benci
nyela sj lpr	mencela saja lapar 
apain poool rasaiin	apai pol rasai
diem shayyy ampuun komentarin	diam say ampun komentari
makasihhh sok2 nyebur iyupz ats	terima kasih sok-sok mencebur iya atas
bg dgr mrh	bang dengar  marah 
aamiinin jjur anjir kdang	amin jujur anjing kadang
td yahh diindonesis niiihh bner2 cooooooocok	tadu  ya diindonesia nih benar-benar cocok
ktmu lyt senengg	ketemu  lihat senang
shat okedeh nape tengil sehh	sehat oke kenapa  menyebalkan sih
pecahhg liatnya pelastik bisax hrg smbg	pecah lihatnya plastik bisanya harga  sambung 
amaattt lahh napas	amat lah nafas 
mmantab bosaan bangt2 sosek nampak	mantap bosan banget-banget sosial-ekonomi menampak
mutusin gokil krjaan parte bk	memutuskan gila pekerjaan partai buku 
jahatin idungnya drumah	menjahati hidungnya di rumah
geeelaakk kecptan sikon taik	gila kecepatan situasi dan kondisi tahi
sichh mmz tkg mreka luber telefisi	sih mas tukang mereka langsung televisi
lngsung kite cekak sygny segerrrr syngnya	langsung  kita  tidak ada uang sayangnya  segar sayangnya
difotoin sambel ngetik ngomong2 abal2 laku2	difoto sambal  mengetik ngomong-ngomong abal-abal laku-laku
sukse m kerennnnn aq slam ref	sukses sama keren aku salam referensi
aduuhh dgr trbukti	aduh dengar  terbukti
cups akika reg renstra wooow	culun aku register rencana strategis wow
padahall indoneaia terus2an tmn2nya mkn nulis	padahal indonesia terus-terusan teman-temannya makin menulis
blkang kmna haduuuh pcrnya cakepp telpon	belakang kemana  aduh pacarnya cakep telepon 
ngebuktiin dluar sexi2 ngambil mengalahkn lhir	membuktikan diluar seksi-seksi ambil  mengalahkan lahir
aminnnnn manteb baruu kayakk	amin mantap baru kayak
kecptan beruntungnyaaaa sampein	kecepatan beruntungnya sampaikan
ngintilin aer atuu dri	mengintil air satu dari 
yak berdikari azekkkk ktika ngrasain	ya berdiri di atas kaki sendiri asik ketika merasakan 
parte eps aduhhh astagaaaaaa boro2 inggat	partai episode  aduh astaga boro-boro ingat
uwee dpan sbntr	gue depan  sebentar 
jrang rana rhs sbelum	jarang ranah rahasia sebelum
nahan naon novembr	tahan  apa november
ksni bner2 gegra hslnya luuuaar	kesini benar-benar gegara hasilnya luar
ngakaaaakkk cantiiiik mbakyu aljasa ngelarang baikk	mengakak cantik mbak ayu asal jadi saja melarang baik
mb sekrng kaakk ket muantaap bsok	mbak sekarang kak keterangan mantap besok 
inggrisny gayannxa awak bedanyaaa tauuu terbaikkk	inggrisnya gayanya saya bedanya tau terbaik
tengah2 yaakk baang	tengah-tengah ya bang
kunjungin dng baguuus	kunjungi dengan  bagus
inginkn ksih cllu	inginkan kasih  selalu
brgkt relaaaa dekk kentot suko	berangkat  rela dek senggama suka
aplks ngalahin crt love bdampingan idiiot	aplikasi mengalahkan cerita  cinta berdampingan idiot 
yo murmer psgn nyolotinnnn bimbuluh papiii	ya murah meriah pasangan menyolot bimbingan dan penyuluhan papi
guyu yukkk bca wahhh wik cuman	ketawa yuk baca wah wig hanya
ngelewati anjaaaayyyyyy acc pipinyaaa allahhhh	melewati anjay menyetujui pipinya allah
jauhin mnjual tua2 babang	jauhi menjual tua-tua abang
sospol in akuh sembunyi22 bekel komen2	sosial-politik ini aku sembunyi-sembunyi bekal  komen-komen
pp gamasuk spti subhnallah kapanliburanlagi mntp	pulang pergi tidak masuk seperti subhanallah kapan libur lagi mantap 
bungkuuussss siapaa ngisiin telkom wkt	bungkus siapa mengisikan telekomunikasi waktu 
ithu kaciiaann wewww	itu kasihan wow
kau wktunya dunk	kamu  waktunya dong
ingetin dehhhh scpatny hndak pulaa sayangg''	mengingatkan deh secepatnya hendak pula sayang-sayang
emeessss ckepp mulusssss pcaranya	gemas cakep mulus pacarannya
org2 ayoooo ityl	orang-orang ayo itil
syang baguuus stimpal	sayang bagus setimpal
nyupir berntung telp kuyyy	menyopir beruntung telepon yuk
baru2 rmhq tappi cpe mg	baru-baru rumahku  tapi capek moga
anjaaaayyyyyy tidakkkk gituu mupeng ngumpet bcs	anjay tidak begitu muka pengin sembunyi karena 
segtu yeeee sekali2 kcil	sebegitu ya sekali-kali kecil
sudh ngebela ngarang	sudah  membela mengarang
sich drmn baik2nya	sih darimana baik-baiknya
jkt kirain kog dingin2	jakarta mengira kok dingin-dingin
bnerr sukkaa rajin2 ngga	benar suka rajin-rajin tidak 
terus2an gils spt ortu	terus-terusan gila seperti  orangtua 
apaan ngantar kentot nyambet	apa mengantar senggama menyambat
manteppp aseek bangeeet penyakitny samsek brur	mantap asyik banget penyakitnya sama sekali saudara laki-laki
anak2nya tanggung2 cuaaantikk kaliannnnnn seting	anak-anaknya tanggung-tanggung cantik kalian akting
apaaa lahhhhhh biarin mdg	apa lah biarkan lebih baik
cempreeng j jirr mauuuuuuu kcil	cempreng saja anjir mau kecil
berani2 cba mai bgitu anjingnyaa	berani-berani coba mau begitu anjingnya
kaliiii nyampein cantiikk ibuk2 ammiiin	kali menyampaikan cantik ibu-ibu amin
mndaptkan suko cita2 mauuuuuu sdg	mendapatkan suka cita-cita mau sedang
tkut hempaass naaaa dech	takut hempas nya deh
yep gitu2 foto2	ya begitu-gitu foto-foto
looh cpee bentarr keciil	loh capek bentar kecil
nyolotinnnn rekomndd qta kecil2 fotoin aseek	menyolot rekomendasi kita  kecil-kecil memfoto asyik
kasiatnya humz gokil	khasiatnya rumah gila
ngomng ngntk sanggat co ktnya ademmm	mengomong mengantuk  sangat cowok katanya  adem
subbag maauuu jorokkkk kakakaaaaaaaaaaaaaa pmrnth wowww	subbagian mau jorok kakak pemerintah wow
idupnya botakin aduuh	hidupnya botaki aduh
nyoblos bubbu mksud ber'expresi bangkotan urat2nya	mencoblos tidur maksud berekspresi tua urat-uratnya
tmn2 tegaar cobaa	teman-teman tegar coba 
orgny dlrng mmberi kelaluan ngumpul	orangnya dilarang  memberi kelakuan berkumpul
mnjual gemesss m	menjual gemas sama
bu_bu awal2 tangkep	tidur awal-awal tangkap
tuuuuh yeee taik ngiringan	tuh ya tahi mengiringi
prodak terbaeq engga2 ciapa cemplungin kharismanya	produk terbaik enggak-enggak siapa cemplungkan karismanya
azaab bner pcrn	azab benar  pacaran
syang artisnyaa tinggalkn	sayang artisnya tinggalkan
gituh cucok muka2 gemay bakattt	begitu  cocok muka-muka gemas bakat
suaraynyaa ngoceh skolah kampret brjodoh bergunaa	suaranya mengoceh sekolah  sialan berjodoh berguna
halangin kngenn pke lggeng lafazd ohhhh	halangi kangen pakai  langgeng lafaz oh
promoo paraah nyaaaa teruuss kejahatn bleh	promo parah nya terus kejahatan boleh
genggg tinggalkn kuy rekomendasiiin	geng tinggalkan yuk merekomendasikan
lnsg msk lahirr ngegampar	langsung  masuk lahir menggampar
dipake nh maacih silauuu krudungan	dipakai nih terima kasih silau kerudungan
qaqa napa alay bner2	kakak kenapa  norak benar-benar
de sbnrnya ono sey	dek sebenarnya  sono sih
apasihhh kapaan tanteny lucukkkkk tabanas	apasih kapan tantenya lucu tabungan pembangunan nasional
pke bertatto sbtr	pakai  bertato sebentar 
lgunya klk ngajuin	lagunya kelak mengajukan
bahas2 terossss mata'y	bahas-bahas terus matanya
mndptkn mati2an ngelucu mancing2	mendapatkan  mati-matian melucu memancing-mancing
taz ht ea megang nyambungin	atas hati ya memegang menyambung
seksii orabg jir kocakkkkkk sygny tullus	seksi orang anjing kocak sayangnya  tulus
anjaayy py tsbt w/	anjay punya tersebut  dengan
plg klhran orang2 biasa2 geetoo	pulang kelahiran orang-orang biasa-biasa begitu
mnum taon duren bimbuluh pake rupa2nya	minum  tahun durian bimbingan dan penyuluhan pakai  rupa-rupanya
ngapah nyerocos kaaaa duren	kenapa mencerocos kak durian
sdkit2 bdan jadii	sedikit-sedikit badan  jadi
brdua gituh seneeeeeng gokilnya sesekk	berdua begitu  senang gilanya sesak
benerin slsai yaoloh liaat ngelihatnya	perbaiki selesai yaallah lihat melihatnya
alissnyaa bijin sendratari dipermainin	alisnya bikin seni drama tari dipermainkan
kabag amiennnn kamuh	kepala bagian amien kamu
blakon liat'y uda yaaang gpl nyebut2	berlakon lihatnya sudah  yang tidak pakai lama menyebut-nyebut
kmewahan seruu sktlrang telaatt	kemewahan seru sekarang telat
cnenk ngelawak ladenin ngalah kerenn	senang melawak meladeni mengalah keren
penertiban luh cantiiik nt ngelucu kokkk	tertib lu cantik nanti melucu kok
sumvahh gksi elo2 woyyy akika boss	sumpah enggak sih lo-lo woy aku bos
nemenin wanjir kannn gemezzzz	menemani  anjir  kan gemas
ndk dpotong sayangg'' ap ilfil aminnnnn	tidak  dipotong sayang-sayang apa tidak suka amin
aduuhhhh biza semalem bay nganggepin ngerendahin	aduh bisa semalam  selamat tinggal menanggapi merendahkan
asikkk or sbgai kangenn gayax byaran	asik orang sebagai kangen gayanya bayaran
masing2 lwt amiiiin	masih lewat amin
nyeremin amiien ktmu glembeeeer lola	menyeramkan  amien ketemu  gelambir lambat berfikir
kn nyembah kejurnas shaaaay	kan  sembah kejuaraan nasional say
nyeremin coeggg yachhh undangan2 nyubitt kacrut	menyeramkan  coeg ya undangan-undangan mencubit kacau
lagu'y yq ngaji	lagunya yang mengaji
tullus smlmn bingiittt	tulus semalaman  banget
apaaa gaenak slmnya duuuhh	apa tidak enak salamnya duh
kaloo tgannya qaqa liatnya nga ciee	kalo tangannya  kakak lihatnya enggak cie
megang amiinnn tay pasutri nontoonnn nih2	memegang amin tahi pasangan suami istri menonton nih-nih
graaatiiiis ngisi kanggen gnti samara smpe	gratis mengisi kangen ganti sakinah mawadah rahman sampai 
ntab terkenall kdg itung	mantab terkenal kadang  hitung
munfik bj manteb smga	munafik baju  mantap semoga 
gewlaaaaa ksenangan gmanapun nelen ngabuburit lol	gila kesenangan bagaimanapun telan  menunggu berbuka puasa tertawa
lucu2 baruu wiiiihhhhhhhhh dii tepar smbg	lucu-lucu baru wih di terkapar sambung 
d.bikinin kangeeerrn muuuu jagain benerin	dibikin kangen mu jaga perbaiki
tsangka bsok srg hadirrr lt	tersangka besok  sering  hadir lantai
buktinyaaa ternyataa pacarr afaik taek kaasian	buktinya ternyata pacar as far as i know tahi kasihan
kebagi gimn bngttt stu kam	terbagi bagaimana banget satu kamu
gbisa komentarin kece2	tidak bisa komentari kece-kece
smoga berjinah ilang sikap2 itung fax	semoga  berzina hilang sikap-sikap hitung facsimile
cllw iyup saltummmm	selalu iya salah kostum
zonk jmt suamiii	bodoh jumat  suami
personill tampialannya wlawpun	personil tampilannya walaupun
modes bais ntar lapas seandainy pnjang	modis habis nanti  lembaga pemasyarakatan seandainya panjang
